Producto,Categoría del Producto,Precio,Costo de envío,Fecha de Compra,Vendedor,Lugar de Compra,Calificación,Método de pago,Cantidad de cuotas,lat,lon,Sucursal,Ingreso
Mesa de centro,Muebles,208200.0,11300.0,2022-05-01,Lucas Olivera,Pereira,5,Tarjeta de crédito,1,4.81333,-75.69611,Tienda 1,196900.0
Cuerda para saltar,Deportes y diversión,10000.0,900.0,2020-11-06,Mariana Herrera,Medellín,1,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,9100.0
Set de ollas,Artículos para el hogar,108100.0,6200.0,2021-02-08,Izabela de León,Medellín,1,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 1,101900.0
Modelado predictivo,Libros,64100.0,3600.0,2020-06-22,Blanca Ramirez,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 1,60500.0
Vaso térmico,Deportes y diversión,65000.0,3700.0,2021-03-09,Mariana Herrera,Bogotá,1,Cupón,1,4.60971,-74.08175,Tienda 1,61300.0
Mesa de centro,Muebles,157700.0,8600.0,2021-07-06,Felipe Santos,Santa Marta,5,Tarjeta de crédito,12,11.24079,-74.19904,Tienda 1,149100.0
Mesa de noche,Muebles,271900.0,14900.0,2022-11-24,Mariana Herrera,Bogotá,3,Nequi,1,4.60971,-74.08175,Tienda 1,257000.0
Smart TV,Electrónicos,1796000.0,96700.0,2020-03-18,Pedro Gomez,Cali,4,Tarjeta de crédito,4,3.43722,-76.5225,Tienda 1,1699300.0
Olla de presión,Artículos para el hogar,70900.0,2000.0,2021-04-01,Juliana Costa,Cartagena,5,Tarjeta de crédito,10,10.39972,-75.51444,Tienda 1,68900.0
Armario,Muebles,450700.0,24700.0,2021-08-29,Blanca Ramirez,Medellín,1,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 1,426000.0
Bloques de construcción,Juguetes,32300.0,0.0,2020-03-28,Lucas Olivera,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,32300.0
Balón de baloncesto,Deportes y diversión,59600.0,1400.0,2022-11-12,Lucas Olivera,Bogotá,4,Tarjeta de débito,1,4.60971,-74.08175,Tienda 1,58200.0
Set de vasos,Artículos para el hogar,40800.0,2600.0,2022-02-06,Juliana Costa,Pereira,5,Nequi,1,4.81333,-75.69611,Tienda 1,38200.0
Cubertería,Artículos para el hogar,54600.0,4000.0,2020-02-26,Mariana Herrera,Bogotá,5,Tarjeta de débito,1,4.60971,-74.08175,Tienda 1,50600.0
Lavadora de ropa,Electrodomésticos,1570900.0,81800.0,2022-06-16,Pedro Gomez,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 1,1489100.0
Iphone 15,Electrónicos,1881900.0,100400.0,2021-04-22,Pedro Gomez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,1781500.0
Lavadora de ropa,Electrodomésticos,1307000.0,69800.0,2021-12-04,Juliana Costa,Medellín,5,Tarjeta de crédito,6,6.25184,-75.56359,Tienda 1,1237200.0
Juego de mesa,Juguetes,163400.0,6900.0,2022-06-06,Maria Alfonso,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,156500.0
Muñeca bebé,Juguetes,46700.0,2900.0,2020-11-05,Felipe Santos,Leticia,5,Tarjeta de crédito,1,-4.21528,-69.94056,Tienda 1,43800.0
Kit de bancas,Muebles,272000.0,12700.0,2023-02-14,Camila Rivera,Pereira,4,Tarjeta de crédito,10,4.81333,-75.69611,Tienda 1,259300.0
Mesa de comedor,Muebles,217000.0,9700.0,2021-09-14,Pedro Gomez,Pereira,1,Cupón,1,4.81333,-75.69611,Tienda 1,207300.0
Balón de voleibol,Deportes y diversión,48800.0,800.0,2022-03-03,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,48000.0
Cubertería,Artículos para el hogar,34600.0,4200.0,2020-10-26,Ángel Rodriguez,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,30400.0
Dashboards con Power BI,Libros,44000.0,2700.0,2021-04-08,Maria Alfonso,Cúcuta,3,Tarjeta de crédito,1,7.89391,-72.50782,Tienda 1,41300.0
Set de vasos,Artículos para el hogar,39800.0,2500.0,2022-04-21,Camila Rivera,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,37300.0
Sofá reclinable,Muebles,646900.0,34800.0,2020-07-27,Mariana Herrera,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,612100.0
Mochila,Deportes y diversión,107000.0,8100.0,2022-04-26,Izabela de León,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,98900.0
Mesa de noche,Muebles,269600.0,20000.0,2021-01-08,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,249600.0
Juego de mesa,Juguetes,193400.0,8500.0,2022-11-01,Juan Fernandez,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 1,184900.0
Mesa de noche,Muebles,288700.0,15600.0,2021-07-27,Santiago Silva,Bogotá,4,Tarjeta de crédito,6,4.60971,-74.08175,Tienda 1,273100.0
Bloques de construcción,Juguetes,40200.0,0.0,2023-01-02,Rafael Acosta,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,40200.0
Sillón,Muebles,202200.0,11000.0,2020-06-02,Juan Fernandez,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 1,191200.0
Impresora,Electrónicos,362100.0,19500.0,2020-05-26,Juan Fernandez,Medellín,1,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,342600.0
Ajedrez de madera,Juguetes,37500.0,4400.0,2023-03-20,Izabela de León,Bucaramanga,5,Tarjeta de crédito,6,7.12539,-73.1198,Tienda 1,33100.0
Muñeca bebé,Juguetes,50900.0,3100.0,2022-10-04,Rafael Acosta,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,47800.0
Guitarra eléctrica,Instrumentos musicales,841100.0,47200.0,2022-05-10,Lucas Olivera,Bogotá,1,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,793900.0
Kit de bancas,Muebles,336000.0,16100.0,2021-03-13,Maria Alfonso,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,319900.0
Cubo mágico 8x8,Juguetes,20500.0,1500.0,2022-02-27,Maria Alfonso,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 1,19000.0
Batería,Instrumentos musicales,911600.0,48900.0,2022-09-13,Pedro Gomez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,862700.0
Set de vasos,Artículos para el hogar,32400.0,2100.0,2020-07-23,Felipe Santos,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,30300.0
Armario,Muebles,473800.0,31100.0,2023-01-26,Izabela de León,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 1,442700.0
Refrigerador,Electrodomésticos,1879300.0,98300.0,2022-05-14,Juliana Costa,Bogotá,3,Tarjeta de débito,1,4.60971,-74.08175,Tienda 1,1781000.0
Cubo mágico 8x8,Juguetes,11700.0,0.0,2021-08-20,Juliana Costa,Cali,5,Tarjeta de crédito,9,3.43722,-76.5225,Tienda 1,11700.0
Pandereta,Instrumentos musicales,87700.0,5100.0,2022-03-07,Juliana Costa,Medellín,1,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 1,82600.0
Guitarra acústica,Instrumentos musicales,287600.0,16000.0,2021-07-24,Beatriz Morales,Bogotá,1,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,271600.0
Batería,Instrumentos musicales,653800.0,35000.0,2022-10-15,Mariana Herrera,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,618800.0
Bicicleta,Deportes y diversión,663100.0,33500.0,2022-05-07,Lucas Olivera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,629600.0
Iphone 15,Electrónicos,1590400.0,82900.0,2020-01-24,Felipe Santos,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,1507500.0
Lavadora de ropa,Electrodomésticos,1573900.0,88600.0,2020-04-04,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,1485300.0
Smart TV,Electrónicos,1278500.0,68300.0,2022-06-04,Blanca Ramirez,Bogotá,4,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,1210200.0
TV LED UHD 4K,Electrónicos,2430000.0,129800.0,2022-11-10,Juan Fernandez,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,2300200.0
Auriculares,Electrónicos,95800.0,5300.0,2020-01-14,Camila Rivera,Bogotá,1,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 1,90500.0
Carrito de control remoto,Juguetes,78000.0,2300.0,2021-03-21,Blanca Ramirez,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 1,75700.0
Cubertería,Artículos para el hogar,35300.0,0.0,2021-03-26,Izabela de León,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,35300.0
Mesa de comedor,Muebles,160300.0,9200.0,2020-10-25,Lucas Olivera,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 1,151100.0
Lavavajillas,Electrodomésticos,1002800.0,54100.0,2022-02-06,Juan Fernandez,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,948700.0
Smartwatch,Electrónicos,141200.0,5700.0,2020-09-18,Izabela de León,Bogotá,5,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 1,135500.0
Cama box,Muebles,323400.0,15400.0,2020-07-21,Rafael Acosta,Barranquilla,5,Tarjeta de crédito,6,10.96854,-74.78132,Tienda 1,308000.0
Modelado predictivo,Libros,73700.0,2100.0,2022-03-13,Mariana Herrera,Bogotá,4,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,71600.0
Cubertería,Artículos para el hogar,57100.0,3600.0,2023-01-21,Blanca Ramirez,Santa Marta,5,Tarjeta de crédito,3,11.24079,-74.19904,Tienda 1,53500.0
Mesa de comedor,Muebles,218600.0,12300.0,2021-02-21,Lucas Olivera,Cali,1,Nequi,1,3.43722,-76.5225,Tienda 1,206300.0
Dashboards con Power BI,Libros,30700.0,0.0,2023-02-01,Beatriz Morales,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,30700.0
Refrigerador,Electrodomésticos,2005500.0,105000.0,2021-08-24,Ángel Rodriguez,Cali,5,Tarjeta de crédito,4,3.43722,-76.5225,Tienda 1,1900500.0
Vaso térmico,Deportes y diversión,66700.0,1700.0,2022-10-17,Izabela de León,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,65000.0
Kit de bancas,Muebles,243200.0,11100.0,2020-08-05,Beatriz Morales,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,232100.0
Smart TV,Electrónicos,1200300.0,64600.0,2021-05-04,Santiago Silva,Manizales,2,Tarjeta de crédito,10,5.06889,-75.51738,Tienda 1,1135700.0
Cubo mágico 8x8,Juguetes,18600.0,0.0,2022-02-08,Juan Fernandez,Cartagena,4,Nequi,1,10.39972,-75.51444,Tienda 1,18600.0
Armario,Muebles,488400.0,26400.0,2020-06-09,Camila Rivera,Cartagena,1,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 1,462000.0
Batería,Instrumentos musicales,756500.0,40500.0,2022-09-03,Pedro Gomez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,716000.0
Vaso térmico,Deportes y diversión,55200.0,3300.0,2022-12-31,Mariana Herrera,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,51900.0
Iniciando en programación,Libros,60100.0,1400.0,2020-07-18,Ángel Rodriguez,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,58700.0
Lavadora de ropa,Electrodomésticos,1267400.0,65700.0,2020-01-14,Lucas Olivera,Cali,3,Tarjeta de crédito,5,3.43722,-76.5225,Tienda 1,1201700.0
Mesa de comedor,Muebles,338900.0,18700.0,2022-02-10,Pedro Gomez,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,320200.0
Smartwatch,Electrónicos,148100.0,11200.0,2022-07-19,Rafael Acosta,Bogotá,1,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 1,136900.0
Silla de oficina,Muebles,475700.0,26000.0,2021-10-22,Mariana Herrera,Cali,5,Tarjeta de crédito,6,3.43722,-76.5225,Tienda 1,449700.0
Bicicleta,Deportes y diversión,362100.0,19900.0,2022-11-04,Ángel Rodriguez,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 1,342200.0
Estufa,Electrodomésticos,503200.0,29200.0,2020-05-29,Juliana Costa,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 1,474000.0
Guitarra acústica,Instrumentos musicales,301400.0,14200.0,2020-10-25,Juliana Costa,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 1,287200.0
Juego de mesa,Juguetes,197900.0,13900.0,2022-04-12,Pedro Gomez,Medellín,1,Nequi,1,6.25184,-75.56359,Tienda 1,184000.0
Mesa de noche,Muebles,312300.0,17300.0,2022-02-27,Lucas Olivera,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 1,295000.0
Modelado predictivo,Libros,50600.0,900.0,2020-02-13,Mariana Herrera,Barranquilla,1,Tarjeta de crédito,4,10.96854,-74.78132,Tienda 1,49700.0
Cama box,Muebles,320300.0,15200.0,2021-07-19,Blanca Ramirez,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,305100.0
Set de ollas,Artículos para el hogar,87200.0,10500.0,2023-03-29,Ángel Rodriguez,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,76700.0
Estufa,Electrodomésticos,593100.0,29800.0,2020-02-04,Maria Alfonso,Bogotá,3,Nequi,1,4.60971,-74.08175,Tienda 1,563300.0
Cama king,Muebles,735300.0,44800.0,2021-08-03,Felipe Santos,Medellín,5,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 1,690500.0
Guitarra acústica,Instrumentos musicales,293900.0,15900.0,2022-05-06,Felipe Santos,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,278000.0
Muñeca bebé,Juguetes,46300.0,2900.0,2020-03-20,Blanca Ramirez,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,43400.0
Sofá reclinable,Muebles,740000.0,37600.0,2020-08-20,Santiago Silva,Medellín,5,Cupón,1,6.25184,-75.56359,Tienda 1,702400.0
Cubertería,Artículos para el hogar,46900.0,0.0,2020-07-04,Izabela de León,Pereira,5,Tarjeta de crédito,4,4.81333,-75.69611,Tienda 1,46900.0
Asistente virtual,Electrónicos,126200.0,7200.0,2022-10-15,Rafael Acosta,Cali,1,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 1,119000.0
Mesa de comedor,Muebles,176300.0,7600.0,2020-12-11,Ángel Rodriguez,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,168700.0
Carrito de control remoto,Juguetes,66100.0,1700.0,2021-09-03,Izabela de León,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 1,64400.0
Cama box,Muebles,741200.0,39900.0,2021-06-06,Maria Alfonso,Barranquilla,5,Tarjeta de crédito,1,10.96854,-74.78132,Tienda 1,701300.0
Dinosaurio Rex,Juguetes,21700.0,2400.0,2022-10-21,Mariana Herrera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,19300.0
Cuerda para saltar,Deportes y diversión,17800.0,7800.0,2022-04-22,Juan Fernandez,Bogotá,4,Cupón,1,4.60971,-74.08175,Tienda 1,10000.0
Batería,Instrumentos musicales,1021500.0,57800.0,2021-02-20,Juliana Costa,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 1,963700.0
Iphone 15,Electrónicos,2539800.0,133400.0,2022-07-01,Maria Alfonso,Bogotá,4,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 1,2406400.0
Modelado predictivo,Libros,68500.0,1800.0,2020-02-11,Felipe Santos,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 1,66700.0
TV LED UHD 4K,Electrónicos,2642600.0,138900.0,2021-03-25,Rafael Acosta,Bucaramanga,5,Nequi,1,7.12539,-73.1198,Tienda 1,2503700.0
Celular ABXY,Electrónicos,973700.0,52200.0,2022-01-26,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,921500.0
Guitarra acústica,Instrumentos musicales,350800.0,16900.0,2020-09-21,Maria Alfonso,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,333900.0
Cama king,Muebles,770500.0,39200.0,2021-07-04,Maria Alfonso,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 1,731300.0
Sillón,Muebles,227000.0,10300.0,2021-11-25,Juliana Costa,Cartagena,5,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 1,216700.0
Mochila,Deportes y diversión,107900.0,3900.0,2021-10-03,Mariana Herrera,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,104000.0
Lavadora de ropa,Electrodomésticos,1482200.0,79400.0,2023-02-12,Maria Alfonso,Bogotá,2,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 1,1402800.0
TV LED UHD 4K,Electrónicos,1732600.0,92500.0,2021-10-03,Santiago Silva,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 1,1640100.0
Refrigerador,Electrodomésticos,2406400.0,128500.0,2021-02-06,Izabela de León,Medellín,1,Nequi,1,6.25184,-75.56359,Tienda 1,2277900.0
Microondas,Electrodomésticos,341100.0,16400.0,2022-08-16,Lucas Olivera,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 1,324700.0
Smartwatch,Electrónicos,155200.0,6500.0,2022-01-16,Santiago Silva,Medellín,5,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 1,148700.0
Auriculares,Electrónicos,65500.0,3700.0,2021-05-30,Maria Alfonso,Riohacha,1,Tarjeta de crédito,2,11.54444,-72.90722,Tienda 1,61800.0
Cubertería,Artículos para el hogar,37800.0,0.0,2020-04-05,Santiago Silva,Pereira,5,Nequi,1,4.81333,-75.69611,Tienda 1,37800.0
Silla de oficina,Muebles,272300.0,12700.0,2020-03-19,Blanca Ramirez,Cartagena,3,Tarjeta de crédito,2,10.39972,-75.51444,Tienda 1,259600.0
Asistente virtual,Electrónicos,219500.0,12200.0,2020-02-25,Santiago Silva,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,207300.0
Iphone 15,Electrónicos,2110000.0,110500.0,2021-06-20,Beatriz Morales,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 1,1999500.0
Batería,Instrumentos musicales,406400.0,27500.0,2022-12-21,Ángel Rodriguez,Cali,5,Tarjeta de crédito,10,3.43722,-76.5225,Tienda 1,378900.0
Smart TV,Electrónicos,1589900.0,82800.0,2021-07-27,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,1507100.0
Auriculares,Electrónicos,144300.0,14900.0,2022-02-11,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 1,129400.0
Ajedrez de madera,Juguetes,37200.0,0.0,2020-12-08,Ángel Rodriguez,Medellín,3,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 1,37200.0
Batería,Instrumentos musicales,490900.0,26800.0,2021-07-09,Beatriz Morales,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,464100.0
Mesa de centro,Muebles,136100.0,5400.0,2020-02-23,Mariana Herrera,Riohacha,5,Tarjeta de crédito,6,11.54444,-72.90722,Tienda 1,130700.0
Iphone 15,Electrónicos,2332500.0,128900.0,2021-05-11,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 1,2203600.0
Estufa,Electrodomésticos,762900.0,40800.0,2020-12-07,Beatriz Morales,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 1,722100.0
Auriculares,Electrónicos,69800.0,1900.0,2022-04-19,Pedro Gomez,Pereira,1,Tarjeta de crédito,10,4.81333,-75.69611,Tienda 1,67900.0
Olla de presión,Artículos para el hogar,95600.0,3300.0,2022-11-24,Rafael Acosta,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,92300.0
Cama king,Muebles,972400.0,52000.0,2020-05-14,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,920400.0
Set de ollas,Artículos para el hogar,91700.0,3100.0,2021-09-14,Juliana Costa,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 1,88600.0
Cubertería,Artículos para el hogar,58400.0,1300.0,2021-08-26,Lucas Olivera,Cali,1,Tarjeta de crédito,2,3.43722,-76.5225,Tienda 1,57100.0
Guitarra acústica,Instrumentos musicales,426400.0,23200.0,2020-05-28,Lucas Olivera,Bucaramanga,5,Tarjeta de crédito,3,7.12539,-73.1198,Tienda 1,403200.0
Ciencia de datos con Python,Libros,45300.0,3100.0,2023-03-22,Santiago Silva,Riohacha,5,Tarjeta de crédito,5,11.54444,-72.90722,Tienda 1,42200.0
Sofá reclinable,Muebles,712800.0,38200.0,2021-02-05,Ángel Rodriguez,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 1,674600.0
Sillón,Muebles,239200.0,10900.0,2020-09-21,Izabela de León,Bogotá,5,Tarjeta de crédito,9,4.60971,-74.08175,Tienda 1,228300.0
Armario,Muebles,454800.0,24600.0,2022-09-09,Mariana Herrera,Cúcuta,5,Tarjeta de crédito,1,7.89391,-72.50782,Tienda 1,430200.0
Set de ollas,Artículos para el hogar,190500.0,8300.0,2020-01-16,Rafael Acosta,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 1,182200.0
Balón de voleibol,Deportes y diversión,58100.0,7800.0,2022-06-06,Rafael Acosta,Bogotá,5,Tarjeta de crédito,6,4.60971,-74.08175,Tienda 1,50300.0
Cama box,Muebles,545200.0,34900.0,2021-05-03,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 1,510300.0
Armario,Muebles,514000.0,25600.0,2022-07-27,Maria Alfonso,Medellín,1,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 1,488400.0
Cama box,Muebles,311300.0,17000.0,2021-01-31,Beatriz Morales,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 1,294300.0
Smart TV,Electrónicos,1687000.0,95700.0,2020-03-08,Rafael Acosta,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 1,1591300.0
Cubertería,Artículos para el hogar,49400.0,3300.0,2021-11-18,Blanca Ramirez,Barranquilla,5,Tarjeta de crédito,2,10.96854,-74.78132,Tienda 1,46100.0
Dashboards con Power BI,Libros,38500.0,2300.0,2022-09-16,Maria Alfonso,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 1,36200.0
TV LED UHD 4K,Electrónicos,2877500.0,151400.0,2020-11-15,Izabela de León,Santa Marta,3,Tarjeta de crédito,5,11.24079,-74.19904,Tienda 1,2726100.0
Cama king,Muebles,458300.0,24800.0,2020-01-12,Mariana Herrera,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,433500.0
Cubertería,Artículos para el hogar,34400.0,2000.0,2021-03-15,Felipe Santos,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,32400.0
Bloques de construcción,Juguetes,37000.0,2200.0,2020-03-31,Santiago Silva,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 1,34800.0
TV LED UHD 4K,Electrónicos,2394900.0,125700.0,2022-12-15,Camila Rivera,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 1,2269200.0
Balón de baloncesto,Deportes y diversión,68000.0,3800.0,2020-06-17,Rafael Acosta,Cúcuta,2,Cupón,1,7.89391,-72.50782,Tienda 1,64200.0
Cama king,Muebles,906700.0,48900.0,2023-01-18,Lucas Olivera,Bogotá,1,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 1,857800.0
Set de vasos,Artículos para el hogar,32400.0,0.0,2021-10-13,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 1,32400.0
Cubertería,Artículos para el hogar,53000.0,3500.0,2021-08-04,Lucas Olivera,Pereira,5,Tarjeta de crédito,9,4.81333,-75.69611,Tienda 1,49500.0
Juego de mesa,Juguetes,135300.0,7600.0,2022-07-11,Juliana Costa,Medellín,5,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 1,127700.0
Estufa,Electrodomésticos,643000.0,34500.0,2021-12-29,Juan Fernandez,Santa Marta,5,Tarjeta de crédito,6,11.24079,-74.19904,Tienda 1,608500.0
Mesa de centro,Muebles,121000.0,6700.0,2023-03-20,Santiago Silva,Bogotá,5,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 1,114300.0
Iniciando en programación,Libros,46800.0,0.0,2020-03-19,Ángel Rodriguez,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,46800.0
Estufa,Electrodomésticos,445600.0,23900.0,2022-03-16,Camila Rivera,Armenia,4,Tarjeta de crédito,2,4.53389,-75.68111,Tienda 1,421700.0
Armario,Muebles,462700.0,22800.0,2021-07-31,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 1,439900.0
Silla de oficina,Muebles,354200.0,19900.0,2022-12-10,Izabela de León,Bogotá,3,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 1,334300.0
Bloques de construcción,Juguetes,24200.0,0.0,2022-09-30,Santiago Silva,Cúcuta,5,Tarjeta de crédito,1,7.89391,-72.50782,Tienda 1,24200.0
Vaso térmico,Deportes y diversión,28400.0,1900.0,2021-04-25,Ángel Rodriguez,Soacha,4,Tarjeta de crédito,5,4.57937,-74.21682,Tienda 1,26500.0
Smartwatch,Electrónicos,140500.0,5700.0,2020-04-07,Pedro Gomez,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 1,134800.0
Iniciando en programación,Libros,42300.0,2600.0,2022-07-28,Ángel Rodriguez,Bucaramanga,5,Nequi,1,7.12539,-73.1198,Tienda 1,39700.0
Batería,Instrumentos musicales,627900.0,33800.0,2023-03-11,Beatriz Morales,Pereira,1,Tarjeta de crédito,2,4.81333,-75.69611,Tienda 1,594100.0
Tablet ABXY,Electrónicos,1506300.0,78400.0,2021-09-24,Maria Alfonso,Cali,1,Tarjeta de crédito,2,3.43722,-76.5225,Tienda 1,1427900.0
Sofá reclinable,Muebles,677300.0,36800.0,2023-02-03,Mariana Herrera,Santa Marta,5,Tarjeta de crédito,1,11.24079,-74.19904,Tienda 1,640500.0
Ciencia de datos con Python,Libros,54300.0,1100.0,2022-07-19,Lucas Olivera,Bogotá,5,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 1,53200.0
